1602288000 1
1602374400 1
1602460800 1
1602547200 1
1602633600 1
1602720000 0
1602806400 0
1602892800 0
1602979200 1
1603065600 0
1603152000 0
1603238400 0
1603324800 0
1603411200 2
1603497600 0
1603584000 1
1603670400 2
1603756800 1
1603843200 0
1603929600 0
1604016000 3
1604102400 0
1604188800 0
1604275200 2
1604361600 1
1604448000 0
1604534400 2
1604620800 0
1604707200 3
1604793600 1
1604880000 1
1604966400 0
1605052800 0
1605139200 4
1605225600 0
1605312000 2
1605398400 1
1605484800 0
1605571200 1
1605657600 0
1605744000 3
1605830400 5
1605916800 2
1606003200 0
1606089600 1
1606176000 2
1606262400 0
1606348800 1
1606435200 4
1606521600 1
1606608000 1
1606694400 0
1606780800 0
1606867200 0
1606953600 3
1607040000 1
1607126400 1
1607212800 0
1607299200 0
1607385600 0
1607472000 0
1607558400 0
1607644800 0
1607731200 2
1607817600 0
1607904000 0
1607990400 1
1608076800 1
1608163200 0
1608249600 1
1608336000 0
1608422400 1
1608508800 1
